AgeBand,Gender,City,Account Type,Account Balance,Date Of Account Opening,Last Transaction Date,Transaction Amount,Account Balance After Transaction,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Credit Card Balance
25-34,Male,Atlanta,Current,1224.49,01/01/2021,01/05/2023,4105.73,-2881.24,31421.6,Personal,1.26,36,Closed,MasterCard,9141.14,3452.11
65+,Female,Columbus,Current,3478.75,6/15/2006,9/22/2023,1828.6,5307.35,4084.61,Personal,8.07,24,Approved,AMEX,1476.89,2768.01
35-44,Female,Atlanta,Current,5398.27,06/02/2019,5/21/2023,1633.36,7031.63,27016.02,Mortgage,8.93,12,Rejected,MasterCard,2533.52,1963.93
45-54,Male,San Diego,Savings,6533.71,8/17/2014,8/13/2023,100.78,6432.93,3324.33,Auto,1.81,36,Rejected,AMEX,3002.55,4883.15
45-54,Male,Colorado Springs,Current,2960.05,08/03/2016,12/16/2023,3632.11,6592.16,4155.1,Mortgage,7.93,36,Closed,Visa,9580.2,151.63
65+,Male,San Jose,Current,4815.37,2/25/2012,3/30/2023,1377.6,3437.77,3507.76,Auto,3.27,36,Rejected,Visa,3580.64,3234.16
45-54,Other,San Jose,Savings,7367.39,6/26/2018,5/14/2023,2185,5182.39,13516.62,Auto,2.56,60,Closed,AMEX,9386.59,2372.56
55-64,Other,Omaha,Current,4280.25,05/09/2008,4/13/2023,4499.98,-219.73,40286.69,Personal,5.89,48,Approved,AMEX,5291.68,4270.9
25-34,Male,Louisville,Savings,9413.65,05/06/2014,11/26/2023,635.28,10048.93,18760.28,Auto,5.97,60,Closed,Visa,7461.64,3889.25
35-44,Male,Seattle,Savings,403.99,3/17/2011,05/05/2023,199.82,204.17,32337.37,Mortgage,5.24,12,Closed,Visa,3500.63,782.53
35-44,Female,Denver,Current,2676.25,04/12/2012,10/31/2023,2806.94,5483.19,7117.6,Personal,9.12,12,Approved,AMEX,7329.18,1854.3
25-34,Male,Kansas City,Current,1420.57,2/29/2008,3/24/2023,3502.27,-2081.7,46710.37,Personal,3.17,12,Closed,MasterCard,8833.21,3531.23
25-34,Male,Albuquerque,Savings,5458.78,12/17/2021,9/24/2023,2645.57,2813.21,25707.8,Personal,6.42,24,Rejected,AMEX,6195.07,2066.6
18-24,Other,Washington,Current,1856,11/14/2013,9/20/2023,1704.49,3560.49,2205.15,Mortgage,4.69,24,Closed,AMEX,9215.49,3427.68
65+,Other,Los Angeles,Savings,7444.22,11/08/2010,12/27/2023,1813.54,9257.76,27332.93,Auto,8.86,48,Rejected,AMEX,4499.95,4331.35
25-34,Other,San Jose,Current,9191.67,03/08/2011,2/26/2023,756.74,8434.93,10041.98,Auto,2.2,60,Approved,AMEX,6581.92,3615.76
35-44,Female,El Paso,Current,2151.28,4/22/2013,10/14/2023,1565.46,585.82,10595,Mortgage,1.75,36,Rejected,AMEX,3506.01,2702.51
25-34,Male,Boston,Savings,9076.95,9/25/2012,07/06/2023,3796.84,12873.79,30418.35,Mortgage,9.93,60,Closed,Visa,2336.1,3966.83
65+,Other,Louisville,Savings,6354.38,1/28/2003,6/23/2023,2500.71,8855.09,12092.79,Personal,6.19,12,Approved,AMEX,2459.99,4386.1
45-54,Female,Austin,Current,2042.09,10/15/2012,12/03/2023,4454.88,6496.97,11485.07,Mortgage,9.21,48,Approved,Visa,4996.32,2016.84
35-44,Male,Tucson,Savings,7391.8,3/26/2002,12/01/2023,848.33,6543.47,27507.03,Auto,4.67,24,Rejected,Visa,9435.64,4283.44
65+,Male,Las Vegas,Current,999.65,09/05/2002,5/15/2023,2217.69,-1218.04,12537.51,Mortgage,6.44,48,Rejected,AMEX,3674.66,4019.48
35-44,Female,Los Angeles,Current,6952.27,10/29/2007,04/04/2023,3511.02,10463.29,6415.12,Auto,7.25,36,Rejected,AMEX,1842.35,2052.89
18-24,Male,Baltimore,Savings,8626.49,11/13/2001,12/17/2023,1368.72,9995.21,21004.59,Mortgage,9.88,48,Approved,AMEX,5018.73,290.37
45-54,Female,San Francisco,Savings,9508.72,4/15/2022,01/09/2023,1341.56,10850.28,3547.92,Auto,2.01,48,Rejected,MasterCard,2280.51,4503.81
55-64,Female,Omaha,Savings,639.86,01/03/2010,01/09/2023,536.95,102.91,45360.83,Mortgage,2.12,48,Closed,MasterCard,2891.36,1162.88
18-24,Other,Fresno,Current,713.16,2/19/2002,4/23/2023,4465.73,5178.89,23125.33,Mortgage,5.71,12,Approved,Visa,9204.53,4382.96
45-54,Female,Kansas City,Current,9311.01,12/13/2003,05/02/2023,870.92,8440.09,1641.64,Personal,1.5,36,Closed,AMEX,6784.32,3522.77
35-44,Other,Washington,Savings,7916.97,5/28/2021,4/18/2023,4850.93,12767.9,12007.95,Personal,7.55,24,Rejected,Visa,5682.93,4949.65
45-54,Male,Phoenix,Savings,7765.24,4/27/2012,12/08/2023,2249.7,5515.54,47933.07,Mortgage,9.92,60,Rejected,AMEX,3021.89,1037.54
18-24,Other,Omaha,Current,7451.96,7/22/2007,9/29/2023,4909.11,12361.07,25323.15,Auto,8.3,24,Rejected,AMEX,1840.91,1445.46
65+,Female,Indianapolis,Current,7201.56,5/29/2016,9/15/2023,211.36,7412.92,18585.59,Auto,3.39,48,Rejected,AMEX,9480.44,462.65
45-54,Other,San Jose,Savings,6170.91,7/17/2008,7/17/2023,2839.79,3331.12,16440.46,Mortgage,8.2,48,Approved,Visa,5821.37,4945.33
55-64,Male,Detroit,Savings,8146.13,12/20/2006,4/28/2023,3457.29,4688.84,21431.56,Personal,6.65,60,Closed,MasterCard,2170.56,3098.04
55-64,Other,Milwaukee,Current,438.31,1/24/2011,06/05/2023,2586.58,3024.89,11376.46,Auto,2.07,36,Rejected,Visa,5155.99,1344.75
25-34,Male,Colorado Springs,Current,7428.99,02/01/2016,05/08/2023,2854.81,10283.8,37707.23,Personal,6.09,48,Rejected,Visa,6532.25,2419.04
45-54,Female,El Paso,Savings,5870.88,9/29/2007,02/12/2023,2696.62,8567.5,25906.95,Personal,9.07,12,Approved,MasterCard,7187.85,4855.8
35-44,Other,Fort Worth,Current,9083.85,01/02/2004,03/04/2023,755.79,9839.64,37820.25,Personal,3.61,12,Rejected,AMEX,1820.78,1737.14
25-34,Male,Columbus,Current,9370.1,9/29/2021,5/25/2023,2664.22,6705.88,13464.7,Mortgage,6.93,24,Approved,Visa,7355.79,4041.74
35-44,Male,Seattle,Current,2489.17,07/07/2001,10/02/2023,2713.23,5202.4,1071.17,Auto,1.37,12,Closed,AMEX,7985.69,652.32
65+,Other,Portland,Savings,7915.65,4/22/2019,1/23/2023,1784.35,6131.3,48345.22,Mortgage,8.51,24,Closed,AMEX,4308.51,3635.43
65+,Other,Louisville,Current,9574.29,2/25/2016,12/30/2023,3041.34,12615.63,26091.24,Personal,2.85,48,Approved,MasterCard,7024.44,1909.54
65+,Other,Seattle,Savings,2739.83,10/05/2011,10/02/2023,2065.4,4805.23,4907.22,Auto,6.48,12,Closed,Visa,1888.16,969.34
55-64,Other,Indianapolis,Current,8525.74,12/22/2013,05/09/2023,3778.22,4747.52,6083.81,Auto,5.72,12,Rejected,MasterCard,9946.04,4403.62
25-34,Other,Indianapolis,Current,5906.64,04/12/2009,10/26/2023,200.67,6107.31,22299.23,Mortgage,5.93,60,Closed,Visa,1649.43,2749.46
45-54,Male,San Jose,Savings,4010.45,7/25/2014,10/08/2023,59.66,4070.11,35067.95,Auto,3.28,24,Approved,MasterCard,2826.78,1877.1
25-34,Female,Memphis,Savings,8253.73,12/30/2009,07/01/2023,2624.37,5629.36,20435.45,Auto,6.03,60,Closed,AMEX,7829.31,2021.17
45-54,Male,Dallas,Current,8715.96,08/01/2008,9/19/2023,4946.22,13662.18,41187.47,Mortgage,6.42,36,Closed,MasterCard,9639.11,364.71
25-34,Other,Detroit,Savings,2898.2,5/30/2014,8/16/2023,2232.85,5131.05,17123.91,Personal,4.83,60,Closed,AMEX,3293.19,2464.02
35-44,Other,Louisville,Savings,7965.18,04/07/2020,09/08/2023,69.28,8034.46,3234.66,Personal,6.7,12,Approved,Visa,1886.6,3626.94
18-24,Female,San Jose,Savings,591.65,7/27/2009,3/22/2023,1592.36,2184.01,1406.27,Auto,2.72,12,Closed,Visa,2271.87,4115.38
45-54,Other,Mesa,Current,4234.86,8/30/2003,3/17/2023,2341.58,1893.28,43112.77,Personal,5.61,36,Closed,MasterCard,7149.12,4157.79
65+,Female,Dallas,Savings,790.87,12/06/2013,10/08/2023,4506.63,5297.5,49238.65,Personal,7.45,24,Rejected,MasterCard,5591.11,4218.76
35-44,Other,Columbus,Current,3008.97,12/18/2016,7/21/2023,615.2,3624.17,7507.14,Mortgage,4.31,24,Closed,AMEX,8948.69,4240.39
25-34,Male,Fort Worth,Savings,9508.61,3/30/2008,4/29/2023,4622.71,14131.32,4040,Personal,4.7,24,Rejected,Visa,1907.56,2344.57
18-24,Female,Albuquerque,Savings,7373.9,4/13/2007,09/09/2023,4701.37,12075.27,45805.97,Mortgage,2.48,36,Closed,AMEX,5512.83,2165.4
18-24,Male,Kansas City,Current,7580.44,6/28/2007,05/02/2023,3208.38,4372.06,5937.06,Mortgage,6.55,48,Closed,MasterCard,6512.83,554.89
55-64,Other,Chicago,Current,1431.42,7/13/2014,6/23/2023,1133.66,2565.08,12191.81,Personal,2.11,48,Approved,MasterCard,8763.4,1457.69
55-64,Male,Indianapolis,Savings,5828.99,03/06/2013,12/25/2023,2688.17,8517.16,40280.71,Mortgage,5.51,36,Rejected,MasterCard,5983.59,1127.45
35-44,Male,Oklahoma City,Current,3949.47,11/26/2012,2/28/2023,4085.09,-135.62,49901.23,Auto,2.89,60,Rejected,MasterCard,2642.81,3052.19
35-44,Male,Albuquerque,Current,7368.38,07/01/2018,2/24/2023,1796.65,5571.73,24814.68,Mortgage,2.75,36,Closed,Visa,8999.33,1618.97
35-44,Female,El Paso,Savings,1655.15,1/23/2018,06/01/2023,4527.51,6182.66,11327.77,Mortgage,1.86,48,Rejected,AMEX,8791.87,2664.49
35-44,Female,San Francisco,Savings,2891.02,6/27/2000,11/27/2023,443.74,2447.28,42538.18,Mortgage,4.22,48,Approved,Visa,8858.99,1888.98
55-64,Female,Indianapolis,Current,8995.87,11/03/2002,06/01/2023,1542.85,10538.72,20321.26,Personal,8.81,60,Closed,Visa,6282.26,4450.71
55-64,Male,Kansas City,Savings,1780.82,07/01/2010,6/17/2023,4966.06,-3185.24,14359.47,Mortgage,6.44,12,Closed,Visa,9669.91,2123.89
55-64,Male,San Diego,Current,6360.88,1/30/2013,5/28/2023,2923.53,9284.41,25030.41,Auto,8.01,12,Rejected,MasterCard,6000.32,4190.41
55-64,Other,Denver,Current,3220,05/01/2020,12/09/2023,2955.81,264.19,42934.12,Personal,2.03,12,Closed,MasterCard,2338.03,205.98
18-24,Female,Baltimore,Current,910.66,11/02/2015,7/16/2023,1206.95,2117.61,12417.04,Personal,3.82,24,Approved,AMEX,4595.28,163.99
55-64,Other,Fresno,Savings,2314.46,11/29/2016,05/04/2023,4289.21,6603.67,21767.89,Personal,4.5,48,Closed,Visa,8424.06,3652.63
45-54,Male,Columbus,Current,8707.15,2/26/2013,8/16/2023,2151.12,10858.27,22767.94,Auto,8.74,36,Closed,MasterCard,9805.47,3548.32
45-54,Female,Washington,Savings,9114.44,04/04/2020,11/29/2023,3969.76,13084.2,41805.45,Mortgage,6.98,60,Rejected,Visa,8478.24,117.01
25-34,Other,San Francisco,Current,4256.35,2/25/2020,7/13/2023,4055.31,8311.66,34124.25,Mortgage,5.41,48,Closed,Visa,4269.12,2438.64
35-44,Male,Charlotte,Current,6246.92,05/02/2017,12/15/2023,882.54,5364.38,39243.84,Auto,3.7,12,Closed,Visa,1088.11,247.49
18-24,Male,Albuquerque,Current,5252.93,10/08/2009,3/20/2023,2513.92,2739.01,34975.9,Auto,7.84,60,Closed,MasterCard,2603.78,833.31
45-54,Male,San Jose,Savings,2868.97,02/10/2012,01/08/2023,1926.11,4795.08,30041.12,Personal,8.99,36,Rejected,Visa,1332.82,4814
45-54,Female,Nashville,Savings,3513.47,11/30/2010,12/20/2023,782.68,4296.15,7488.05,Auto,5.83,48,Approved,AMEX,8396.42,1700.8
55-64,Female,Omaha,Current,5315.52,1/26/2009,2/24/2023,625.75,4689.77,41814.51,Mortgage,1.39,36,Rejected,MasterCard,3758.65,2346.72
18-24,Other,Tucson,Current,6984.08,1/31/2017,02/06/2023,238.54,7222.62,30756.66,Personal,3.45,48,Approved,AMEX,7255.75,3413.18
55-64,Male,Portland,Savings,3563.58,03/11/2022,12/12/2023,3512.8,50.78,35357.41,Auto,7.71,48,Closed,MasterCard,4677.19,4601.69
25-34,Female,Sacramento,Current,7019.26,11/05/2000,09/06/2023,3912.93,3106.33,39158.65,Personal,4.49,12,Rejected,Visa,3455.44,744.13
45-54,Female,Indianapolis,Savings,9613.71,12/04/2019,7/19/2023,2362.23,11975.94,16273.29,Auto,6.63,60,Approved,Visa,5721.12,1134.29
45-54,Male,Louisville,Current,343.12,06/03/2018,9/27/2023,2823.96,3167.08,22428.41,Mortgage,5.72,12,Rejected,Visa,5403,2798.12
55-64,Male,Fresno,Current,1721.99,03/07/2005,3/30/2023,1317.36,404.63,27523.24,Auto,9.17,48,Approved,MasterCard,8407.51,3304.63
55-64,Other,New York,Savings,9171.08,04/01/2005,8/14/2023,3576.85,5594.23,17798.3,Mortgage,3.76,12,Approved,AMEX,7266.02,2175.54
18-24,Other,Milwaukee,Savings,808.54,10/17/2017,11/19/2023,2923.94,3732.48,13668.3,Auto,5.01,48,Approved,AMEX,3793.84,3266.29
35-44,Other,Mesa,Savings,7673.96,4/18/2014,06/09/2023,4412.76,12086.72,39064.8,Auto,1.58,12,Closed,Visa,8255.03,57.11
35-44,Female,Tucson,Current,6277.38,2/19/2006,12/01/2023,3733.28,10010.66,37932.87,Personal,8.24,48,Rejected,AMEX,6382.83,988.06
45-54,Female,Tucson,Current,572.24,10/29/2019,05/02/2023,104.49,676.73,41758.17,Mortgage,3.93,24,Rejected,AMEX,4056.2,4185.1
25-34,Female,Colorado Springs,Savings,107.2,5/27/2005,10/01/2023,4051.15,-3943.95,35138.05,Auto,7.5,24,Rejected,AMEX,8294.43,3779.5
55-64,Female,Seattle,Current,5069.79,04/04/2016,8/25/2023,145.38,5215.17,16274.64,Auto,1.03,36,Approved,Visa,4331.3,3178.58
55-64,Female,El Paso,Current,1261.72,2/17/2015,9/24/2023,4071.09,5332.81,17023.11,Auto,8.81,48,Approved,MasterCard,1475.66,2743.77
45-54,Male,El Paso,Current,8734.93,11/22/2010,11/26/2023,4936.47,13671.4,26861.91,Personal,9.75,12,Rejected,Visa,8909.89,1000.88
45-54,Other,Charlotte,Savings,4859.67,08/08/2003,05/12/2023,2409.58,7269.25,41944.18,Mortgage,5.23,48,Rejected,Visa,5001.94,1358.77
35-44,Other,Detroit,Savings,2421,08/09/2018,07/01/2023,1142.22,1278.78,17968.37,Personal,5.34,12,Approved,AMEX,3903.13,4821.14
18-24,Other,Baltimore,Current,1765.23,12/26/2022,07/12/2023,57.76,1822.99,38531.01,Personal,6.55,36,Rejected,Visa,9222.05,9.25
25-34,Other,Boston,Current,8374.15,12/05/2017,4/20/2023,759.96,7614.19,15978.94,Personal,9.78,48,Rejected,AMEX,3266.62,2205.9
35-44,Male,Indianapolis,Current,7215.51,10/31/2003,08/02/2023,2523.87,9739.38,17587.74,Auto,6.03,36,Approved,Visa,9731.5,51.42
45-54,Female,Colorado Springs,Savings,7207.83,10/04/2003,8/28/2023,4034.86,11242.69,37865.93,Personal,1.66,12,Approved,Visa,1256.88,1711.83
45-54,Female,Columbus,Savings,944.54,12/24/2013,5/21/2023,4358.68,5303.22,34250.19,Mortgage,6.09,60,Approved,MasterCard,7027.39,1625.19
45-54,Female,San Francisco,Savings,6282.73,10/08/2008,3/14/2023,3420.97,2861.76,11203.19,Mortgage,4.77,12,Closed,AMEX,1537.14,579.22
18-24,Other,Fort Worth,Savings,8707.88,05/06/2007,01/03/2023,443.24,8264.64,41524.04,Mortgage,7.85,36,Closed,Visa,1817.94,347.15
65+,Other,Memphis,Savings,7682.42,09/09/2021,01/02/2023,4956.81,2725.61,39445.91,Mortgage,3.73,48,Closed,Visa,9646.9,4260.77
35-44,Male,Albuquerque,Current,1269.75,11/07/2005,12/10/2023,3738.05,-2468.3,40073.49,Personal,9.32,48,Rejected,MasterCard,9283.13,1620.95
25-34,Male,Las Vegas,Current,9497.87,7/27/2019,7/29/2023,2138.02,11635.89,24047.21,Auto,8.2,36,Rejected,AMEX,8594.3,2798.45
25-34,Female,San Jose,Savings,790.37,09/07/2007,11/08/2023,4070.24,-3279.87,17103.34,Auto,3.94,48,Closed,Visa,7110.65,3784.57
18-24,Female,Oklahoma City,Savings,5613.35,04/12/2013,2/27/2023,2946.98,2666.37,42639.31,Auto,4.17,24,Rejected,AMEX,5200.67,2693.8
45-54,Female,Charlotte,Savings,9455.62,05/11/2005,08/05/2023,3017.89,6437.73,29822.44,Mortgage,5.66,60,Rejected,Visa,7102.98,2186.9
45-54,Female,Houston,Savings,8240.34,7/20/2002,9/14/2023,4856.8,13097.14,46617.99,Mortgage,1.9,36,Approved,AMEX,6015.71,2445.7
35-44,Female,Fresno,Current,6840.21,2/17/2000,4/23/2023,4007.63,10847.84,13437.52,Personal,7.21,60,Closed,AMEX,8669.75,4177.21
35-44,Female,Louisville,Current,8577.8,3/20/2006,03/12/2023,1318.13,9895.93,48805.7,Mortgage,6.48,36,Rejected,Visa,7691.36,2653.9
65+,Other,Los Angeles,Current,6765.49,10/16/2015,04/12/2023,884.04,5881.45,19581.68,Personal,3.87,60,Approved,MasterCard,7128.9,919.83
65+,Male,Baltimore,Current,643.99,09/05/2021,2/14/2023,869.82,1513.81,19839.12,Personal,6.74,12,Rejected,Visa,2739.19,929.02
35-44,Male,Detroit,Savings,3573.63,6/27/2012,5/24/2023,2277.97,1295.66,12702.02,Mortgage,1.88,36,Approved,MasterCard,6930.5,2507.15
25-34,Other,Detroit,Savings,4328.51,11/09/2001,05/03/2023,1948.93,6277.44,48286.24,Auto,9.57,48,Rejected,MasterCard,5378.19,1008.74
25-34,Female,Oklahoma City,Savings,5509.13,05/09/2004,9/30/2023,2269.28,3239.85,2946,Mortgage,1.6,60,Approved,Visa,8001.92,3955.63
65+,Female,Louisville,Current,2373.44,11/23/2006,8/18/2023,322.86,2050.58,24194.52,Mortgage,3.96,12,Approved,Visa,5091.99,4368.8
35-44,Female,Oklahoma City,Current,8823.61,07/12/2019,1/30/2023,1018.36,9841.97,18908.6,Mortgage,9.73,12,Rejected,MasterCard,5480.25,806.44
18-24,Male,Austin,Current,2364.14,4/15/2004,10/20/2023,3989.53,6353.67,8803.9,Auto,4.59,12,Rejected,Visa,4736.06,2194.81
55-64,Male,Jacksonville,Current,6610.18,4/19/2018,10/01/2023,3790.43,2819.75,35948.93,Personal,8.97,48,Rejected,Visa,9857.63,3750.73
25-34,Female,El Paso,Current,8778.41,4/16/2004,7/23/2023,1972.63,6805.78,45017.73,Personal,2.36,12,Closed,MasterCard,6343.44,418.36
45-54,Female,Atlanta,Savings,7354.85,7/24/2000,8/28/2023,1958.41,5396.44,12934.89,Personal,1.6,60,Closed,Visa,9202.53,2971.37
55-64,Other,Denver,Current,1446.53,12/10/2004,9/24/2023,4420.28,-2973.75,25385.1,Auto,1.97,48,Closed,Visa,8846.36,2750.66
55-64,Female,Seattle,Current,9518.8,10/21/2005,03/01/2023,917.56,8601.24,29332.48,Auto,9.75,36,Closed,AMEX,7774.91,3885.62
25-34,Other,Portland,Current,1009.97,11/28/2015,8/23/2023,1792.5,-782.53,20133.96,Auto,1.8,48,Closed,MasterCard,5540.57,4763.73
35-44,Female,Philadelphia,Savings,2080.67,4/21/2018,09/04/2023,3819.75,5900.42,46155.37,Personal,6.87,36,Approved,AMEX,5846.12,2434.01
25-34,Female,Jacksonville,Current,1478.51,12/08/2003,06/03/2023,2877.19,-1398.68,23614.29,Personal,4.97,36,Closed,AMEX,9408.55,1409.48
55-64,Female,Los Angeles,Current,6702.48,4/26/2005,3/21/2023,310.72,6391.76,49156.23,Auto,8.75,36,Rejected,Visa,3076.26,238.25
35-44,Other,Las Vegas,Savings,8093.36,9/28/2007,02/07/2023,69,8162.36,15465.05,Personal,3.65,36,Approved,MasterCard,8054.1,4104.55
65+,Other,Kansas City,Savings,2456.36,3/16/2020,5/17/2023,105.48,2561.84,4589.12,Auto,1.26,48,Closed,MasterCard,3676.77,886.91
18-24,Other,Louisville,Savings,9794.56,08/11/2022,8/13/2023,3283.35,13077.91,29173.4,Personal,7.74,24,Rejected,Visa,1524.93,4268.33
55-64,Male,Louisville,Current,1478.51,11/27/2020,8/30/2023,3116.22,4594.73,41343.66,Mortgage,6.3,24,Closed,AMEX,4554.02,3081.2
55-64,Male,Colorado Springs,Current,3227.1,4/22/2012,7/30/2023,232.11,2994.99,20031.18,Auto,4.91,12,Closed,MasterCard,5701.57,850.56
45-54,Female,Los Angeles,Current,4954.06,12/07/2007,2/15/2023,668.49,5622.55,10069.84,Mortgage,3.91,60,Rejected,AMEX,2186.8,2394.79
25-34,Other,Phoenix,Current,8107.59,9/16/2000,6/21/2023,3615.57,11723.16,37173.76,Auto,9.09,60,Approved,Visa,7724.52,3177.27
25-34,Other,Austin,Savings,3827.77,9/16/2021,02/11/2023,1554.85,2272.92,14273.37,Personal,2.1,60,Closed,Visa,7680.31,3042.53
45-54,Female,Jacksonville,Savings,1880.97,12/04/2002,1/23/2023,4958.51,6839.48,38717.15,Mortgage,2.27,12,Approved,AMEX,7576.06,96.03
18-24,Female,Los Angeles,Savings,4702.87,09/02/2013,12/28/2023,1569.3,3133.57,13853.75,Personal,1.13,60,Approved,AMEX,3888.87,2942.69
25-34,Female,Charlotte,Savings,4817.3,02/06/2021,10/17/2023,1685.08,6502.38,28307.12,Auto,1.65,48,Approved,MasterCard,5480.17,4551.02
25-34,Female,Colorado Springs,Current,260.43,07/10/2020,8/18/2023,2103.16,2363.59,44496.18,Personal,8.72,24,Approved,MasterCard,2565.04,3156.92
55-64,Other,Atlanta,Savings,306.8,09/06/2017,7/16/2023,4140,-3833.2,11026.24,Personal,8.14,36,Closed,Visa,4941.75,2842.19
55-64,Male,San Antonio,Current,2848.62,12/13/2003,07/12/2023,2790.88,5639.5,41214.03,Mortgage,1.92,60,Approved,AMEX,9597.78,3781.28
45-54,Other,Oklahoma City,Current,7438.09,5/24/2019,06/03/2023,4287.66,3150.43,14006.05,Personal,8.02,12,Approved,AMEX,3722.44,2617.12
25-34,Male,Fresno,Savings,3723.3,8/16/2000,2/24/2023,2141.76,1581.54,33372.58,Personal,6.77,12,Rejected,Visa,1440.37,3712.8
55-64,Female,Sacramento,Current,2190.92,04/07/2013,09/12/2023,3045.32,5236.24,12941.93,Auto,4.49,48,Approved,AMEX,3811.48,868.7
35-44,Male,Fresno,Current,1218.45,5/24/2005,1/15/2023,33.05,1251.5,6613.9,Personal,1.76,36,Approved,AMEX,8516.05,4600.91
55-64,Other,Washington,Current,2877.17,2/21/2017,6/30/2023,2881.98,-4.81,33537.14,Mortgage,6.42,36,Closed,AMEX,9161.27,2174.88
25-34,Other,Milwaukee,Savings,4866.25,10/09/2021,3/20/2023,411.81,4454.44,30149.52,Auto,8.56,12,Approved,Visa,1085.87,1912.99
35-44,Other,El Paso,Current,1024.46,7/29/2011,01/11/2023,973.14,51.32,20672.69,Auto,4.79,60,Rejected,AMEX,5322.74,3724.65
18-24,Other,Denver,Current,247.85,9/21/2004,2/27/2023,4987.72,-4739.87,2797.44,Personal,4.82,48,Rejected,MasterCard,9533.05,2933.82
45-54,Other,Houston,Current,1360.34,12/07/2016,8/27/2023,3189.53,-1829.19,24288.68,Mortgage,8.44,48,Rejected,MasterCard,2131.22,1211.06
45-54,Other,Las Vegas,Savings,7406,10/18/2006,10/25/2023,4347.58,11753.58,8286.62,Mortgage,2.9,36,Approved,Visa,1563.62,1355.25
55-64,Female,Oklahoma City,Current,4716.47,6/21/2014,12/03/2023,296.05,5012.52,18614.11,Personal,2.55,48,Rejected,Visa,7822.71,3186.59
25-34,Male,Colorado Springs,Current,4507.16,12/21/2003,7/16/2023,1928.96,6436.12,29723.7,Mortgage,7.26,24,Closed,MasterCard,6760.3,1953.49
25-34,Female,Louisville,Current,295.55,12/13/2016,06/10/2023,4313.58,-4018.03,47028.27,Personal,6.91,36,Approved,AMEX,7490.7,2058.61
55-64,Male,Colorado Springs,Savings,7138.35,2/17/2014,6/21/2023,2059.81,5078.54,26054.29,Personal,9.21,12,Closed,AMEX,3446.46,3375.16
35-44,Male,San Francisco,Savings,2098.9,9/20/2011,12/11/2023,1275.61,3374.51,10544.37,Auto,4.01,48,Approved,Visa,4630.04,3089.36
55-64,Male,Denver,Savings,999.57,04/07/2016,5/15/2023,2410.12,-1410.55,47365.09,Personal,2.82,36,Approved,AMEX,6162.63,843.32
35-44,Other,Sacramento,Current,8436.13,12/28/2021,8/14/2023,2359.99,10796.12,2269.59,Mortgage,4.86,60,Closed,MasterCard,7850.26,4406.54
35-44,Other,Albuquerque,Current,4907.52,06/09/2003,11/04/2023,4953.52,9861.04,32498.19,Auto,4.45,60,Approved,AMEX,3868.18,1641.57
45-54,Other,Colorado Springs,Current,7514.44,02/04/2001,9/26/2023,1778.98,9293.42,13857.21,Personal,9.44,24,Closed,AMEX,4649.25,3350.14
35-44,Male,Sacramento,Current,8236.66,06/10/2015,02/01/2023,4787.16,3449.5,38118,Mortgage,9.26,12,Rejected,MasterCard,5827.87,4617.07
65+,Male,Baltimore,Current,9649.71,8/27/2014,10/22/2023,4561.04,14210.75,17229.94,Auto,4.85,60,Closed,Visa,1056.53,2199.18
25-34,Male,San Francisco,Savings,6274.63,6/26/2009,3/19/2023,2253.06,4021.57,22008.58,Auto,4.71,36,Approved,AMEX,8622.68,2457.84
25-34,Female,Memphis,Savings,775.95,11/14/2013,11/15/2023,4725.46,5501.41,38750.42,Auto,5,48,Rejected,AMEX,6615.91,3375.31
65+,Other,Philadelphia,Current,5621.11,03/12/2018,1/20/2023,3647.1,1974.01,44993.11,Auto,7.58,60,Approved,AMEX,1741.48,1643.38
25-34,Other,San Francisco,Savings,5144.27,08/11/2006,1/16/2023,4426.21,718.06,9945.12,Personal,5.95,60,Approved,AMEX,4180.87,1766.83
65+,Other,San Francisco,Savings,669.88,12/23/2002,06/07/2023,4459.94,5129.82,15518.33,Personal,3.59,24,Closed,AMEX,2611.91,2956.96
55-64,Female,Columbus,Current,3132.39,08/10/2010,4/15/2023,436.45,2695.94,1211.91,Mortgage,7.92,48,Rejected,Visa,1357.65,1570.47
65+,Female,Las Vegas,Current,4180.56,8/26/2008,08/02/2023,4485.16,8665.72,42972.01,Mortgage,9.13,48,Rejected,AMEX,3799.61,1565.51
45-54,Female,Atlanta,Savings,1693.66,10/17/2017,12/23/2023,2453.01,4146.67,47409.28,Personal,7.46,60,Closed,MasterCard,8857.31,4006.54
45-54,Male,Omaha,Savings,186.74,5/17/2007,3/15/2023,3188.81,3375.55,14692.84,Personal,2.75,48,Rejected,Visa,1606.29,168.49
18-24,Female,Colorado Springs,Current,7594.08,12/13/2007,3/13/2023,1509.58,6084.5,19843.2,Auto,8.13,12,Approved,MasterCard,8895.8,128.73
65+,Male,Albuquerque,Current,8531.18,7/26/2016,08/09/2023,3231.14,5300.04,22018.87,Auto,9.9,12,Approved,AMEX,2963.67,1473.43
45-54,Male,Mesa,Current,2368.11,9/20/2014,11/30/2023,145.12,2222.99,21077.84,Auto,7.17,60,Rejected,Visa,9597.93,3449.37
